index,original_text,text,category,quarter,ground_truth
5482,"PLenty Stupid WT PpL Among others, NOW NEED 2Protest, More of Their iGnorans &amp; STIL Caring Signs BLM! #1A #2A #KAG #PATRIOT #KAGA #nature #Lion #Eagle #Freedom #Lies #Virus #AntiVaccine @POTUS #5G #USA #Hero #FearNOT FIGHT &amp; FEAR NOT! BLM, REALY !?",plenty stupid wt ppl among others now need 2protest more of their ignorans  stil caring signs blm fight  fear not blm realy,vaccine,Q2_2020,1
5497,"Just fuck off, Del. Nobody wants to hear your antivax fantasies you jerk-off.",just fuck off del nobody wants to hear your antivax fantasies you jerkoff,vaccine,Q2_2020,1
5532,Do not comply #IDoNotConsent,do not comply idonotconsent,vaccine,Q2_2020,0
5548,Say yes to life You do realise that s the exact opposite of what you re saying right? ANTIVAX DEATH CULT ALERT,say yes to life you do realise that s the exact opposite of what you re saying right antivax death cult alert,vaccine,Q2_2020,1
5552,Their day will come #NoVax,their day will come novax,vaccine,Q2_2020,0
5567,Who would have thought this antivax moron would be responsible for spreading the virus?,who would have thought this antivax moron would be responsible for spreading the virus,vaccine,Q2_2020,0
5571,Wow @AlanDersh you re a real scumbag. #antivax,wow you re a real scumbag,vaccine,Q2_2020,1
5572,Life speedrun meta is the antivax spec,life speedrun meta is the antivax spec,vaccine,Q2_2020,0
5585,Tracking coronavirus patients and their contacts using cellphone data. Drones monitoring public spaces for quarantine scofflaws. How much public-health surveillance is too much? #antivax #JustSayNoToGates,tracking coronavirus patients and their contacts using cellphone data drones monitoring public spaces for quarantine scofflaws how much publichealth surveillance is too much,vaccine,Q2_2020,0
5626,Consumer Health Digest 4/19/20 Genetic testing to predict vaccine reactions debunked Docs who issue unjustified vaccination exemptions facing reg action #Chiropractic #antivax activism Chiropractor ordered to stop marketing #homeopathic #COVID-19 treatment,consumer health digest 41920 genetic testing to predict vaccine reactions debunked docs who issue unjustified vaccination exemptions facing reg action activism chiropractor ordered to stop marketing homeopathic covid19 treatment,vaccine,Q2_2020,0
5627,"The people speak. In Italy, brave woman #Resist #idonotconsent",the people speak in italy brave woman,vaccine,Q2_2020,0
5628,What? I can hardly believe that s a thing even among antivax loonies.,what i can hardly believe that s a thing even among antivax loonies,vaccine,Q2_2020,0
5633,"After all of this happen, can we now declare war on antivax people?",after all of this happen can we now declare war on antivax people,vaccine,Q2_2020,1
5642,"Sick of conspiracy theorists today; you know the whole gamut of antivax, 5G bollocks is always simmering under the surface. Just another bunch of fundamentalists.They're so fecking exhausting. #StayHomeSaveLives",sick of conspiracy theorists today you know the whole gamut of antivax 5g bollocks is always simmering under the surface just another bunch of fundamentaliststheyre so fecking exhausting,vaccine,Q2_2020,0
5664,Tippling Philosopher: Anti-Vaxxers are Winning Their Facebook Battle,tippling philosopher antivaxxers are winning their facebook battle,vaccine,Q2_2020,0
5669,Wanna know why so many died from Covid19 that live in institutions? Because they vaccinate the crap out of those people. It's the vaccinated ones who are dying. Not the healthy unvaccinated. Quit being sheep!!,wanna know why so many died from covid19 that live in institutions because they vaccinate the crap out of those people its the vaccinated ones who are dying not the healthy unvaccinated quit being sheep,vaccine,Q2_2020,1
5670,Stop saying the flu causes 61k U.S. fatalities. Just isn't helpful. Of all the stats to cherry pick. Partly attributable to the ascent of antivax'ers who reside in your general venn area to boot.,stop saying the flu causes 61k us fatalities just isnt helpful of all the stats to cherry pick partly attributable to the ascent of antivaxers who reside in your general venn area to boot,vaccine,Q2_2020,0
5691,"Perhaps a sanctuary city with many illegal immigrants in poor health, and unvaccinated from their own countries but welcomed to enter however they can is a poor choice.",perhaps a sanctuary city with many illegal immigrants in poor health and unvaccinated from their own countries but welcomed to enter however they can is a poor choice,vaccine,Q2_2020,0
5724,MY BODY MY CHOICE! #NoVaccineForMe #MyBodyMyChoice #GatesOfHell #GatesForPrison2020 #Plandemic #FauciFraud,my body my choice,vaccine,Q2_2020,0
5754,All I see is that vaccines don t have side effects yet #satan #BillGates openly admits it. #NoVaccineForMe,all i see is that vaccines don t have side effects yet openly admits it,vaccine,Q2_2020,0
5759,"And so that everyone meekly complies with their cockamamie, diabolical orders. #IDoNotConsent",and so that everyone meekly complies with their cockamamie diabolical orders,vaccine,Q2_2020,0
5791,This is who wants to put vax in all of us. Look who he's associated with. Hes been trying to kill us with them for years. #NoVaccineForMe,this is who wants to put vax in all of us look who hes associated with hes been trying to kill us with them for years,vaccine,Q2_2020,0
5800,#IDoNotConsent Would anyone be able to find statistics on how many sex offenders Newsom will let out? Please. He favors the pedophiles and child molesters.,would anyone be able to find statistics on how many sex offenders newsom will let out please he favors the pedophiles and child molesters,vaccine,Q2_2020,1
5801,Unvaccinated reboot nitrile gloves Vergil and Rufus Shinra are the same guy,unvaccinated reboot nitrile gloves vergil and rufus shinra are the same guy,vaccine,Q2_2020,0
5802,BREAKING: ARLC vote in favour of reverting to controversial one-referee system,breaking arlc vote in favour of reverting to controversial onereferee system,vaccine,Q2_2020,0
5818,"You think cruise ships are an incubator for a disease? Imagine an arena filled with 15,000 sweaty, unwashed , unvaccinated stormtroopers packed in shoulder to shoulder screaming spit and hot breath , rubbing up against each other like typhoid infected rats in the sewer..",you think cruise ships are an incubator for a disease imagine an arena filled with 15000 sweaty unwashed  unvaccinated stormtroopers packed in shoulder to shoulder screaming spit and hot breath  rubbing up against each other like typhoid infected rats in the sewer,vaccine,Q2_2020,0
5829,"Here s a thought... After a few examples of irrational #5GCoronavirus panic attacks on telephone masts, will #antivax advocates cope with the prospect of a worldwide vaccination programme? Might be a conflict there... #MEhavior #coronavirus #COVID2019 #vaccine",here s a thought after a few exles of irrational 5gcoronavirus panic attacks on telephone masts will antivax advocates cope with the prospect of a worldwide vaccination programme might be a conflict there,vaccine,Q2_2020,0
5856,That s right. Mr. &amp; Mrs. Eugenics. Abortion lovers. Mind control freaks. Poison vaccines. #nochip #NoVaccineForMe #noid,that s right mr  mrs eugenics abortion lovers mind control freaks poison vaccines,vaccine,Q2_2020,1
5859,NY Doctor Treating #Covid19 Patients Drops Bombshell #Covid19 #VaccineUnicorn #Ventilators #SocialDistancing #Pandemic #IDoNotConsent #endthelockdownnow,ny doctor treating covid19 patients drops bombshell,vaccine,Q2_2020,0
5870,"#Antivax #5G conspiracy protests in Sydney, Melbourne and Brisbane. No #SocialDistancing, of course. Lucky for them that incidence is very low in Australia so unlikely to meet the infection. Now why is it that rate low in Australia",conspiracy protests in sydney melbourne and brisbane no socialdistancing of course lucky for them that incidence is very low in australia so unlikely to meet the infection now why is it that rate low in australia,vaccine,Q2_2020,0
5883,"No immunity means #NoVaccine can EVER be developed,1.2million infected by #COVID19 are forever carriers of #ChinaPlague who will kill us ALL.#PotusTrump must quarantine them in some Permanent Camps before the #FinalSolution can be Applied",no immunity means novaccine can ever be developed12million infected by covid19 are forever carriers of chinaplague who will kill us allpotustrump must quarantine them in some permanent cs before the finalsolution can be applied,vaccine,Q2_2020,0
5892,Los antivax me dan tanto cringe.,los antivax me dan tanto cringe,vaccine,Q2_2020,0
5922,"Fu king psychopath, go and inject your wife and your kids! #billgates #vaccineinjuryadvocate #vaccines #va ineskillandinjure #medicos #psicopatas #novaccine",fu king psychopath go and inject your wife and your kids ineskillandinjure,vaccine,Q2_2020,1
5934,You know what Justin is married to one of those antivax goobs and I expect more from my mindless memes these days,you know what justin is married to one of those antivax goobs and i expect more from my mindless memes these days,vaccine,Q2_2020,0
5935,i swear if I see another freaking Karen mock Indian culture and intelligence on tik tok i promise you I will call Child Protective Services on her antivax children just try me bih I will make sure your kids live to see age 6,i swear if i see another freaking karen mock indian culture and intelligence on tik tok i promise you i will call child protective services on her antivax children just try me bih i will make sure your kids live to see age 6,vaccine,Q2_2020,1
5945,#plandemic #NWO #ID2020 #Novaccine they are in on it social media platforms also!,they are in on it social media platforms also,vaccine,Q2_2020,0
5948,"Fellow #Ghanaians, beware of these Chinese evil people, they are devil incarnates who are only here to steal, kill and destroy. Don't go for any vaccination, they have been hit more than us let them kill themselves, BEWARE! #NoVaccineForMe #Gh #AfricansAreNotLabRats",fellow ghanaians beware of these chinese evil people they are devil incarnates who are only here to steal kill and destroy dont go for any vaccination they have been hit more than us let them kill themselves beware,vaccine,Q2_2020,1
5959,Shockingly it s an old person protesting. #okboomer,shockingly it s an old person protesting,ageism,Q2_2020,0
5961,#traderjoekaren claiming she has a breathing problem yet screaming which requires ALOT of lung capacity without skipping oxygen. I call her claim BULLSHIT! #covididiot,traderjoekaren claiming she has a breathing problem yet screaming which requires alot of lung capacity without skipping oxygen i call her claim bullshit,ageism,Q2_2020,0
5970,"I just watched George Lopez and his stupid bit about food allergies . He's welcome to come to my house next time one of my kids goes into anaphylaxis but since I doubt that will happen, I guess all I can say is Fuck. That. Puto. #okboomer",i just watched george lopez and his stupid bit about food allergies  hes welcome to come to my house next time one of my kids goes into anaphylaxis but since i doubt that will happen i guess all i can say is fuck that puto,ageism,Q2_2020,1
5971,"Well, youngster, I know a lot of people my age (65) who don't realize they are in the high risk group. #okboomer",well youngster i know a lot of people my age 65 who dont realize they are in the high risk group,ageism,Q2_2020,0
5972,If these old racist shitheads would just keel over and let us take our stand we'd be in a much better place. #okboomer #fuckyouboomer #fucktrump #BlackLivesMatter,if these old racist shitheads would just keel over and let us take our stand wed be in a much better place,ageism,Q2_2020,1
5983,"because the boomers and older generations are vulnerable to COVID19, us millennials stay inside to save your life DESPITE the fact you stole all financial security from us, we have no work, and now our freedom is taken away because of you too. #okboomer more like #fuckyouboomer",because the boomers and older generations are vulnerable to covid19 us millennials stay inside to save your life despite the fact you stole all financial security from us we have no work and now our freedom is taken away because of you too okboomer more like,ageism,Q2_2020,1
5995,"Economic downturns are inevitable, but they re not usually so severe. And once-in-a-generation recessions don t tend to occur just a decade apart, by @cbSwiss, @MaxJReyes &amp; @JeffAGreen #okboomer",economic downturns are inevitable but they re not usually so severe and onceinageneration recessions don t tend to occur just a decade apart by,ageism,Q2_2020,0
5999,imagine being this much of a child~ #covidiots #maskholes,imagine being this much of a child,ageism,Q2_2020,0
6013,"Such a novel idea, reminding us that in social media imitation is the sincerest form of strategy. $FB: ""Live broadcasts still offer the rare opportunity for millions of people to consume content simultaneously."" #okboomer",such a novel idea reminding us that in social media imitation is the sincerest form of strategy fb live broadcasts still offer the rare opportunity for millions of people to consume content simultaneously,ageism,Q2_2020,0
6027,Is it me or is it the most Boomer thing ever to ask in a WhatsApp group: What was that you deleted #okboomer,is it me or is it the most boomer thing ever to ask in a whatsapp group what was that you deleted okboomer,ageism,Q2_2020,0
6031,How do such dumb people get to be in a position to make these decision #covid #covidiots BBC News - Coronavirus: Outcry as Spanish beach sprayed with bleach,how do such dumb people get to be in a position to make these decision bbc news  coronavirus outcry as spanish beach sprayed with bleach,ageism,Q2_2020,0
6036,"Minister McLeod has the gall today to suggest that her Ministry was hit first &amp; hardest by #COVID19 .Sorry, but people relying on the Ministry of Children,Community &amp; Social Services would beg to differ well before the mishandling of the virus. #ODSP #onpoli #canpoli #covididiot",minister mcleod has the gall today to suggest that her ministry was hit first  hardest by covid19 sorry but people relying on the ministry of childrencommunity  social services would beg to differ well before the mishandling of the virus,ageism,Q2_2020,0
6040,"In less than 3 months, the death toll from #COVID19 surpassed that of America s 9 year Vietnam War. But everything is fine. We're all fine. Let's open this country wide open. #coronavirus #TrumpIsAnIdiot #TrumpIsNotADoctor #covidiots",in less than 3 months the death toll from covid19 surpassed that of america s 9 year vietnam war but everything is fine were all fine lets open this country wide open,ageism,Q2_2020,0
6044,A picture paints a thousand words. These are the magat #covidiots helping #PresidentSippyCup destroy the nation. We re doomed.,a picture paints a thousand words these are the magat covidiots helping presidentsippycup destroy the nation we re doomed,ageism,Q2_2020,1
6072,"Why this hasn't been retweeted more is a bit mystifying, though perhaps it's just a young tweet? Might sway a few fence sitters, one way or t'other! Donald might wear one too, though might use up too much hair cement. #covidiots #WhiteFragility #TrumpRallyFail",why this hasnt been retweeted more is a bit mystifying though perhaps its just a young tweet might sway a few fence sitters one way or tother donald might wear one too though might use up too much hair cement,ageism,Q2_2020,0
6098,Can t fix stupid #covididiot,can t fix stupid,ageism,Q2_2020,0
6101,This utter fck wit gordan Ramsey of the political world looney kier the tory shill wants to open up schools first thing. #kierstarmer #labourleadershipshambles #laboursfinished #covididiot,this utter fck wit gordan ramsey of the political world looney kier the tory shill wants to open up schools first thing,ageism,Q2_2020,1
6104,Times Boomer has called me a stupid mother fucker as he walks away: 1 #okboomer,times boomer has called me a stupid mother fucker as he walks away 1,ageism,Q2_2020,1
6109,And none of them are remotely 6 feet apart ! And none of them have protective clothes. If I were the guy in bed I d be shouting to them to fuck off..! #covidiots,and none of them are remotely 6 feet apart  and none of them have protective clothes if i were the guy in bed i d be shouting to them to fuck off,ageism,Q2_2020,0
6111,This guy has obviously never seen Okada and Omega tear down the house. Shame on you. And you call yourself a wrestling fan. #okboomer,this guy has obviously never seen okada and omega tear down the house shame on you and you call yourself a wrestling fan,ageism,Q2_2020,0
6116,I made a remix of Oki Doki Boomer by @sensenzawa using some of @neekolul's accompanying dancing for the video #slowedplusreverb #chillwave #memes #cursed #okboomer #okboomergirl,i made a remix of oki doki boomer by using some of s accompanying dancing for the video,ageism,Q2_2020,0
6127,Can you cancel your own mother? She really believes that the murderer of Geoge Floyd accidentally killed him. He was kneeling on his neck! How is that an accident? #okboomer,can you cancel your own mother she really believes that the murderer of geoge floyd accidentally killed him he was kneeling on his neck how is that an accident,ageism,Q2_2020,0
6132,Landlord gets his revenge! #mentosfountain #practicaljokes #okboomer #boomer #payback #revenge #funny #TikTok Check out Cosmic Senpai's video!,landlord gets his revenge check out cosmic senpais video,ageism,Q2_2020,0
6137,Wow: Crazy Lockdown Protestors At Their Finest! &amp;quot;Can You Cough On My Face?&amp;quot; -,wow crazy lockdown protestors at their finest quotcan you cough on my facequot,ageism,Q2_2020,0
6157,"A thread (mostly) about boomers, a vulnerable demographic we are trying to protect with social distancing and hygiene measures, being mad for not getting their way. GenZs were right all along #okboomer",a thread mostly about boomers a vulnerable demographic we are trying to protect with social distancing and hygiene measures being mad for not getting their way genzs were right all along,ageism,Q2_2020,0
6175,So was the term social distancing invented by a boomer I ask as I haven t had a chance to think with my really close (and persistent) social media activity... physical distance yep but social #okboomer,so was the term social distancing invented by a boomer i ask as i haven t had a chance to think with my really close and persistent social media activity physical distance yep but social,ageism,Q2_2020,0
6177,In case you're wondering how working during the pandemic is: An elderly couple lodged a complaint on me &amp; coworkers today because we wouldn't let them enter the shelter to meet a cat without masks and gloves on #COVID19 #okboomer #EssentialWorkers,in case youre wondering how working during the pandemic is an elderly couple lodged a complaint on me  coworkers today because we wouldnt let them enter the shelter to meet a cat without masks and gloves on,ageism,Q2_2020,0
6190,Not physical distancing at this point. Really people? I want this to be over. Please try harder!! #covidiots,not physical distancing at this point really people i want this to be over please try harder,ageism,Q2_2020,0
6202,"Can someone teach me how to use Twitter.. asking for a friend. I m lost.., we re lost and confused..?? #okboomer #iknow #what #your #thinking #seriously #instagramer",can someone teach me how to use twitter asking for a friend i m lost we re lost and confused,ageism,Q2_2020,0
6204,Gene pool cleansing #covidiots,gene pool cleansing covidiots,ageism,Q2_2020,1
6212,#covidiots you're too scared to watch this,youre too scared to watch this,ageism,Q2_2020,0
6216,"The pandemic is NOT OVER. Stop sneaking in to visit your relatives. Asymptomatic means you can still pass it to them, who spread it to the ward and the staff. Who then spread it further in work and out of work. #covidiots",the pandemic is not over stop sneaking in to visit your relatives asymptomatic means you can still pass it to them who spread it to the ward and the staff who then spread it further in work and out of work,ageism,Q2_2020,0
6221,THIS is what I love about America. We are still alive and kickin in spite of the #okboomer in the WH.,this is what i love about america we are still alive and kickin in spite of the okboomer in the wh,ageism,Q2_2020,0
6231,"Hey, #covidiots emptying store shelves of Pepcid AC and its generics, the study they're doing is tenuous at best and is based on intravenous doses 9x what the people with heartburn (whom you are depriving of the medication) take. I'm tempted to start a rumor that cyanide helps.",hey covidiots emptying store shelves of pepcid ac and its generics the study theyre doing is tenuous at best and is based on intravenous doses 9x what the people with heartburn whom you are depriving of the medication take im tempted to start a rumor that cyanide helps,ageism,Q2_2020,0
6237,"Not only is it so awesome to see @karinagould be featured by @britishvogue, I'm also thrilled to see @_chloeswarbrick pop up on this list. (Perhaps the first person to drop #okboomer in Hansard.)",not only is it so awesome to see be featured by  im also thrilled to see pop up on this list perhaps the first person to drop okboomer in hansard,ageism,Q2_2020,0
6251,"If you're one of those people who don't believe in masking because ""it's just not for you"", or ""you don't buy it"", or ""because sickly people should just stay home if they're worried""... You are a boomer. And also an asshole. #IAmGettingSoTiredOf #COVIDIOTS #okboomer",if youre one of those people who dont believe in masking because its just not for you or you dont buy it or because sickly people should just stay home if theyre worried you are a boomer and also an asshole,ageism,Q2_2020,1
6253,"Why, people? Whyyy... #covididiot",why people whyyy,ageism,Q2_2020,0
6283,"They keep saying that school children have a small effect in spreading the virus! How do they know, where is the scientific evidence, and if it were true, wouldn't the elderly be safely mixing with the children? #covid19UK #covididiot #JohnsonHasFailed",they keep saying that school children have a small effect in spreading the virus how do they know where is the scientific evidence and if it were true wouldnt the elderly be safely mixing with the children,ageism,Q2_2020,0
6289,Damn so like Homeland and NCIS are basically 30% of the reason Biden is the democratic nominee #networktvsucks #okboomer,damn so like homeland and ncis are basically 30% of the reason biden is the democratic nominee,ageism,Q2_2020,0
6296,Look at these #maskholes and #covidiots,look at these maskholes and covidiots,ageism,Q2_2020,1
6302,This has made my hole weak!!!!! suck on ishhhh! #covidiots #StayHomeSaveLives,this has made my hole weak suck on ishhhh,ageism,Q2_2020,0
6303,#okboomer Who knows what is B16's opinion and what just Seewald's artificial construct. At least last 2 yrs the pope emeritus has been just a mascot of some conservative marginal figures within the #Church. Where's his #Sch lerkreis which should protect and defend him?,who knows what is b16s opinion and what just seewalds artificial construct at least last 2 yrs the pope emeritus has been just a mascot of some conservative marginal figures within the church wheres his sch lerkreis which should protect and defend him,ageism,Q2_2020,0
6317,Its OK you just follow the government's advice but don't complain when you realise they are not doing it for your health #covidiots,its ok you just follow the governments advice but dont complain when you realise they are not doing it for your health,ageism,Q2_2020,0
6350,Such a shame on such people disobeying police. Police is doing this for the safety of such idiots form #chinesevirus #covididiot #stayathome #chinesevirus #ChineseBioterrorism,such a shame on such people disobeying police police is doing this for the safety of such idiots form,ageism,Q2_2020,1
6354,Here we have a dumbass boomer in his natural habitat...... #okboomer,here we have a dumbass boomer in his natural habitat,ageism,Q2_2020,1
6363,"2/3 STEP to fix the world: 2. BABY BOOMERS- RETIRE! Jubilate YA! You support PARASITES, and your need for hierarchies, is holding the world back. Case in point...MOST world leaders, who currently fight COVID-19 with blame, insults, racism, bullying... #notworking #boomerdoomer",23 step to fix the world 2 baby boomers retire jubilate ya you support parasites and your need for hierarchies is holding the world back case in pointmost world leaders who currently fight covid19 with blame insults racism bullying,ageism,Q2_2020,1
6370,"What a fucking idiot! #Presto wants the Fed government to do ""economic impact studies"", documents that take months or years. #okboomer great idea, lets have a bunch of economic wonks crunch numbers for weeks while millions of people run out of $ to pay for rent, utilities &amp; food.",what a fucking idiot presto wants the fed government to do economic impact studies documents that take months or years okboomer great idea lets have a bunch of economic wonks crunch numbers for weeks while millions of people run out of  to pay for rent utilities  food,ageism,Q2_2020,1
6375,Really annoying to discover this is May 4 not 5 because my #okboomer watch was manufactured in #lastcentury #whitepeopleproblems,really annoying to discover this is may 4 not 5 because my okboomer watch was manufactured in,ageism,Q2_2020,0
6379,"Horrified, lost for words, disgusted, sad, losing hope. These all describe how I'm feeling currently. #covidiots #racism #bigotry #pandemic #humansareablight",horrified lost for words disgusted sad losing hope these all describe how im feeling currently,ageism,Q2_2020,0
6382,"Must be all the #covidiots that flocked to the beaches in waves of humanity, now they're paying for it!",must be all the covidiots that flocked to the beaches in waves of humanity now theyre paying for it,ageism,Q2_2020,1
6385,"Pay , meals @ home, CB , no tan, brow or gal? Like now! #wonderyears #okboomer",pay  meals  home cb  no tan brow or gal like now,ageism,Q2_2020,0
6392,"I went on Facebook for the first time in a month. I'm sad to report it's 100% full of #covidiots. The liberals are all saying ""0.6% + youth immune"" and the vast majority of others are #MAGAts saying ""Masks?! GRRRR!!!""",i went on facebook for the first time in a month im sad to report its 100% full of covidiots the liberals are all saying 06%  youth immune and the vast majority of others are magats saying masks grrrr,ageism,Q2_2020,1
6399,They don t know what they re doing! #COVID19 #covidiots #BorisHasFailedTheNation,they don t know what they re doing,ageism,Q2_2020,0
6401,There is a counter-protest happening two locks away from my house. It is 9:30 pm and they are blaring country music and no one is masked. I take great solace in natural selection. #covidiots #blacklivesmatter,there is a counterprotest happening two locks away from my house it is 930 pm and they are blaring country music and no one is masked i take great solace in natural selection,ageism,Q2_2020,0
6403,Simulated Sunlight Rapidly Inactivates SARS-CoV-2 on Surfaces #conspiracytheorists #covidiots (Irony off),simulated sunlight rapidly inactivates sarscov2 on surfaces irony off,ageism,Q2_2020,0
6409,"Readers Write: #Biden, #Sanders, voting, Line 3 #oil pipeline, development, #okboomer. And other thoughts.",readers write biden sanders voting line 3 oil pipeline development okboomer and other thoughts,ageism,Q2_2020,0
6424,Corona is the biggest #okboomer,corona is the biggest,ageism,Q2_2020,0
6427,Thank you to all the #covidiots refusing to wear masks. You are as useful as ejector seats in a helicopter Another shutdown could set us back for months. Meanwhile Europe is showing control and discipline. #wearafuckingmask,thank you to all the covidiots refusing to wear masks you are as useful as ejector seats in a helicopter another shutdown could set us back for months meanwhile europe is showing control and discipline,ageism,Q2_2020,1
6429,Did I miss the memo that said it s ok to do whatever you like now cos everyone else seems to have got it by the looks of things! #covidiots #lockdownmyarse,did i miss the memo that said it s ok to do whatever you like now cos everyone else seems to have got it by the looks of things,ageism,Q2_2020,0
6479,08 May | Coronavirus Case Since December 2019 | Timelapse,08 may  coronavirus case since december 2019  timelapse,ageism,Q2_2020,0
6486,This is why we can t have nice things!! #covidiots #TrumpHasNoPlan Person who attended Lake of the Ozarks Memorial Day gathering tests positive for coronavirus,this is why we can t have nice things person who attended lake of the ozarks memorial day gathering tests positive for coronavirus,ageism,Q2_2020,0
6487,"When I cite @sciencedirect I become #antivaxx propaganda machine, K. When you watch @jimmyfallon talking nonsense on vaccines you become an expert. #okboomer",when i cite i become antivaxx propaganda machine k when you watch talking nonsense on vaccines you become an expert,ageism,Q2_2020,0
6540,"Wow. @realDonaldTrump is the old lady at the front of the grocery line, holding everyone up to write an actual physical check. #okboomer",wow is the old lady at the front of the grocery line holding everyone up to write an actual physical check,ageism,Q2_2020,0
6558,This is just so gross in so many ways. I wish I had the words. #Karen #whiteprivilege #entitled #okboomer #COVIDIOTS #Idiocracy #,this is just so gross in so many ways i wish i had the words,ageism,Q2_2020,0
6562,"If you re in the onlooking crowd in this photo, then fuck you! #selfish #COVID19 #covidiots",if you re in the onlooking crowd in this photo then fuck you,ageism,Q2_2020,0
6563,"The Studs are STRONGLY against AGEISM. But BOOMERS can GO FUCK THEMSELVES #okboomer #ageism Not only are they responsible for 2 great recessions in 10 years #oops, but they also ruined Facebook.",the studs are strongly against ageism but boomers can go fuck themselves not only are they responsible for 2 great recessions in 10 years oops but they also ruined facebook,ageism,Q2_2020,1
6564,has someone told him that if the mask is covering his eyes he is wearing it wrong? #covididiot,has someone told him that if the mask is covering his eyes he is wearing it wrong,ageism,Q2_2020,0
6568,"Why does YouTube allow a video of #Podesta torturing a child? But #ProTrump, #Anti5G and #StopCorporationPropoganda videos are censored??? Are you serious? #qanon #scamdemic #covidiots #pedoelite #TomHanksPedo",why does youtube allow a video of podesta torturing a child but protrump anti5g and stopcorporationpropoganda videos are censored are you serious,ageism,Q2_2020,0
6570,"Ruining good masks to own the libs...And the worst part is that masks are used in public to protect others FROM YOU, not so much to protect yourself - So these #covidiots are out there as a danger to others.",ruining good masks to own the libsand the worst part is that masks are used in public to protect others from you not so much to protect yourself  so these covidiots are out there as a danger to others,ageism,Q2_2020,1
6575,If you re going to be stuck in your ways don t tweet about it. Times have changed. #okboomer,if you re going to be stuck in your ways don t tweet about it times have changed,ageism,Q2_2020,0
6576,"Parliament would be the better for not having Jacob Rees Mogg there, well done Angela Eagle, Mogg has made the House a global laughing stock, he is a 100% ass #covididiot #COVID19",parliament would be the better for not having jacob rees mogg there well done angela eagle mogg has made the house a global laughing stock he is a 100% ass,ageism,Q2_2020,1
6582,The answer to #okboomer? #RollingStones,the answer to okboomer,ageism,Q2_2020,0
6591,Because they are #covidiots,because they are covidiots,ageism,Q2_2020,1
6632,Stand up to your parents. They ve seen this go on longer than we ve been alive they are still part of the problem. #okboomer #notallparents,stand up to your parents they ve seen this go on longer than we ve been alive they are still part of the problem,ageism,Q2_2020,0
6644,"I just had a woman recite the precise (I think) number of official covid deaths each day this week to me, no wonder people are still shitting themselves! #covidiots",i just had a woman recite the precise i think number of official covid deaths each day this week to me no wonder people are still shitting themselves,ageism,Q2_2020,0
6655,Wtf?? They re singing to a song about gay guys having sex lol #covidiots,wtf they re singing to a song about gay guys having sex lol,ageism,Q2_2020,0
6685,If the corona spread in America doesn t slow down the #okboomer trend is going to turn into a #KOboomer disaster.,if the corona spread in america doesn t slow down the okboomer trend is going to turn into a koboomer disaster,ageism,Q2_2020,0
6705,I didn't post sh*t for AGES and now I am back just to tell y'all to wear your freaking masks right because common sense doesn't exist in this country anymore. And yes you REALLY have to cover your nose too. No shit Sherlock. PS: Aluh te sehen schei e aus. #okboomer #corona,i didnt post sht for ages and now i am back just to tell yall to wear your freaking masks right because common sense doesnt exist in this country anymore and yes you really have to cover your nose too no shit sherlock ps aluh te sehen schei e aus,ageism,Q2_2020,0
6717,If you want an obvious tell that someone is an out of touch boomer - watch for them call any attempts at progress communism. They re haven t gotten past the Cold War and are programmed to think anything they see as bad as communism. #okboomer,if you want an obvious tell that someone is an out of touch boomer  watch for them call any attempts at progress communism they re haven t gotten past the cold war and are programmed to think anything they see as bad as communism,ageism,Q2_2020,0
6721,I propose we reboot Ok Boomer to Ok Racist. #okboomer #okracist,i propose we reboot ok boomer to ok racist,ageism,Q2_2020,1
6749,"Boomers to millennials: ""You can't believe everything you read on the internet."" Boomers on Facebook: Share every fake news post that exists. #okboomer #fakenews",boomers to millennials you cant believe everything you read on the internet boomers on facebook share every fake news post that exists,ageism,Q2_2020,0
6768,Mayo Clinic should have barred Pence from coming in. They legally could have. #prayitawaypence #covididiot,mayo clinic should have barred pence from coming in they legally could have,ageism,Q2_2020,0
6769,All so that the #boomers maintain their false sense of security. #boomerremover,all so that the boomers maintain their false sense of security,ageism,Q2_2020,0
6774,#okboomer bred by concentratedgenetics grown by us @arbucklefarms,okboomer bred by concentratedgenetics grown by us,ageism,Q2_2020,0
6782,"The term #Covid_19 sterilizes the true origin of #WuhanFlu. It IS #ChineseVirus, from a lab in #Wuhan, #China.",the term covid_19 sterilizes the true origin of wuhanflu it is chinesevirus from a lab in wuhan china,asian,Q2_2020,1
6784,For every key worker there s a lot of key wankers #litter #covidiots,for every key worker there s a lot of key wankers,ageism,Q2_2020,0
6790,You know what I miss? I miss Advil. #oldaf,you know what i miss i miss advil,ageism,Q2_2020,0
6824,"India never thought #Pakistan would be a problem for #India,even Pak tried before but lost Infact #China also known about India when there was faceoff in Doklam for more than 2 month Lastly PLA China steps back, It's 2020's India not 62's #ChinaLiedPeopleDied #ChinaMustPay",india never thought pakistan would be a problem for indiaeven pak tried before but lost infact china also known about india when there was faceoff in doklam for more than 2 month lastly pla china steps back its 2020s india not 62s,asian,Q2_2020,0
